,date,open,close,high,low,volume,adj_close
66,2005-07-18,839.22,832.99,840.01,829.68,8500000.0,832.99
67,2005-07-19,831.5,835.61,840.14,829.28,7891820.0,835.61
68,2005-07-20,835.3,842.64,844.71,832.14,8526470.0,842.64
69,2005-07-21,842.75,843.99,843.99,835.76,8366100.0,843.99
70,2005-07-22,847.54,859.46,867.16,842.99,21451400.0,859.46
71,2005-07-25,858.33,856.86,860.95,854.28,11816100.0,856.86
72,2005-07-26,856.19,876.48,880.03,856.19,21826800.0,876.48
73,2005-07-27,876.94,894.01,894.03,876.04,20409500.0,894.01
74,2005-07-28,893.88,890.89,901.0,888.5,20622500.0,890.89
75,2005-07-29,889.41,888.16,892.29,883.38,13397400.0,888.16
76,2005-08-01,887.72,891.61,897.28,885.85,11808300.0,891.61
77,2005-08-02,892.13,903.6,903.65,888.4,14292500.0,903.6
78,2005-08-03,905.18,909.57,919.28,903.76,25786300.0,909.57
79,2005-08-04,907.42,904.15,909.83,901.62,14519300.0,904.15
80,2005-08-05,904.04,923.8,923.81,903.94,19123800.0,923.8
81,2005-08-08,926.57,927.47,933.15,923.57,21608900.0,927.47
82,2005-08-09,926.97,933.09,933.39,919.11,19532900.0,933.09
83,2005-08-10,933.26,940.37,940.37,926.28,21515800.0,940.37
84,2005-08-11,940.78,953.99,953.99,939.39,27073700.0,953.99
85,2005-08-12,954.72,938.32,959.27,933.98,29168100.0,938.32
86,2005-08-15,937.71,954.5,954.5,936.11,20430800.0,954.5
87,2005-08-16,955.27,945.06,959.34,939.92,23861800.0,945.06
88,2005-08-17,943.41,953.01,953.34,930.33,21457800.0,953.01
89,2005-08-18,954.16,920.67,956.84,919.12,31855300.0,920.67
90,2005-08-19,918.09,923.04,927.32,910.08,22242700.0,923.04
91,2005-08-22,923.11,931.67,933.35,919.22,16031000.0,931.67
92,2005-08-23,931.81,923.41,931.81,915.03,15406500.0,923.41
93,2005-08-24,923.56,930.65,935.23,923.56,15959700.0,930.65
94,2005-08-25,930.97,930.12,933.2,920.61,16292100.0,930.12
95,2005-08-26,930.25,928.26,930.33,921.84,15429800.0,928.26
96,2005-08-29,928.34,917.37,928.34,913.77,15462300.0,917.37
97,2005-08-30,916.09,914.88,920.21,912.84,12438200.0,914.88
98,2005-08-31,915.12,927.92,928.21,911.51,14623600.0,927.92
99,2005-09-01,928.52,944.56,944.95,926.06,22306400.0,944.56
100,2005-09-02,945.98,947.87,947.92,941.31,18614400.0,947.87
101,2005-09-05,949.08,952.72,952.98,944.63,17843300.0,952.72
102,2005-09-06,953.41,936.61,956.3,934.97,21222300.0,936.61
103,2005-09-07,934.99,952.76,952.9,932.65,19608500.0,952.76
104,2005-09-08,954.27,955.28,958.87,947.71,22424400.0,955.28
105,2005-09-09,955.11,949.07,959.9,946.02,16219300.0,949.07
106,2005-09-12,949.78,949.51,952.55,945.4,11672600.0,949.51
107,2005-09-13,949.58,963.77,963.92,948.13,16579400.0,963.77
108,2005-09-14,964.97,970.19,970.26,961.64,19958300.0,970.19
109,2005-09-15,970.58,969.6,970.96,965.66,16377700.0,969.6
110,2005-09-16,969.62,967.49,970.37,964.28,13978600.0,967.49
111,2005-09-19,967.44,971.14,971.99,964.26,14737400.0,971.14
112,2005-09-20,971.38,961.92,971.65,957.12,18636600.0,961.92
113,2005-09-21,961.37,944.41,961.37,943.82,18541900.0,944.41
114,2005-09-22,942.73,923.27,942.73,914.23,18115500.0,923.27
115,2005-09-23,921.51,916.15,927.42,914.81,11547600.0,916.15
116,2005-09-26,915.84,918.48,919.65,913.61,8836239.0,918.48
117,2005-09-27,918.87,904.21,921.13,903.39,11086100.0,904.21
118,2005-09-28,903.33,903.72,910.33,901.38,8850310.0,903.72
119,2005-09-29,904.28,915.97,915.97,904.28,11939000.0,915.97
120,2005-09-30,916.59,917.39,918.66,913.45,9001429.0,917.39
121,2005-10-10,917.21,907.32,917.21,906.88,7158450.0,907.32
122,2005-10-11,906.63,919.72,919.8,904.04,7758300.0,919.72
123,2005-10-12,920.45,923.48,926.09,917.38,12208900.0,923.48
124,2005-10-13,923.43,916.5,926.01,916.28,10828900.0,916.5
125,2005-10-14,916.34,904.83,917.89,902.81,10123900.0,904.83
126,2005-10-17,903.27,897.62,903.27,892.36,10552500.0,897.62
127,2005-10-18,897.37,902.37,903.0,895.62,11366300.0,902.37
128,2005-10-19,902.04,898.74,907.88,897.04,11033000.0,898.74
129,2005-10-20,898.89,899.91,900.13,889.57,12608700.0,899.91
130,2005-10-21,899.65,904.41,907.79,897.99,11364600.0,904.41
131,2005-10-24,905.13,906.65,908.45,900.23,9218979.0,906.65
132,2005-10-25,905.97,894.27,905.97,893.61,11213400.0,894.27
133,2005-10-26,892.62,875.82,892.62,873.9,12167100.0,875.82
134,2005-10-27,873.47,875.85,879.67,869.72,11908600.0,875.85
135,2005-10-28,875.86,867.73,880.21,859.69,11973400.0,867.73
136,2005-10-31,866.62,876.28,878.41,866.15,10443700.0,876.28
137,2005-11-01,875.96,872.86,875.96,862.69,10082700.0,872.86
138,2005-11-02,873.39,882.48,884.94,873.39,13105000.0,882.48
139,2005-11-03,882.19,874.58,885.68,872.11,12179200.0,874.58
140,2005-11-04,873.35,878.36,878.36,869.68,9567310.0,878.36
141,2005-11-07,877.62,877.28,877.62,870.08,7713260.0,877.28
142,2005-11-08,876.43,881.52,881.9,870.96,10128800.0,881.52
143,2005-11-09,881.51,879.25,884.94,878.68,11774400.0,879.25
144,2005-11-10,878.62,862.97,878.62,862.09,10853800.0,862.97
145,2005-11-11,861.22,864.79,867.33,857.79,9219720.0,864.79
146,2005-11-14,864.08,862.15,864.25,858.34,6271669.0,862.15
147,2005-11-15,862.07,856.64,867.46,853.86,8252479.0,856.64
148,2005-11-16,855.45,863.12,863.17,847.49,9066139.0,863.12
149,2005-11-17,863.08,862.66,865.79,859.0,8811639.0,862.66
150,2005-11-18,862.58,882.24,886.58,862.4,17597800.0,882.24
151,2005-11-21,882.79,883.87,886.11,880.3,10260000.0,883.87
152,2005-11-22,883.93,869.62,883.93,869.53,10597200.0,869.62
153,2005-11-23,868.01,876.23,876.82,866.19,9916920.0,876.23
154,2005-11-24,875.83,881.49,885.74,874.88,14629000.0,881.49
155,2005-11-25,881.25,884.1,884.16,877.26,13003500.0,884.1
156,2005-11-28,883.24,880.17,886.74,877.64,9739739.0,880.17
157,2005-11-29,879.25,871.31,879.25,870.56,8414989.0,871.31
158,2005-11-30,870.45,873.83,873.93,866.98,8040739.0,873.83
159,2005-12-01,873.47,873.07,877.31,870.7,7069239.0,873.07
160,2005-12-02,872.93,869.94,875.83,866.37,8492020.0,869.94
161,2005-12-05,869.43,859.61,869.43,858.86,10286900.0,859.61
162,2005-12-06,858.11,866.08,867.19,855.72,10303500.0,866.08
163,2005-12-07,865.72,873.84,874.0,865.02,9842950.0,873.84
164,2005-12-08,874.13,874.06,877.97,870.12,10259200.0,874.06
165,2005-12-09,873.69,887.36,887.57,871.26,12719500.0,887.36
166,2005-12-12,887.06,888.52,890.69,884.26,10699300.0,888.52
167,2005-12-13,888.0,889.1,889.22,880.74,10547200.0,889.1
168,2005-12-14,888.6,898.15,899.01,884.37,13868400.0,898.15
169,2005-12-15,898.38,896.43,904.01,895.17,16259800.0,896.43
170,2005-12-16,895.83,902.56,902.75,894.1,11452100.0,902.56
171,2005-12-19,902.05,902.91,904.47,898.79,9936329.0,902.91
172,2005-12-20,902.75,907.32,907.32,899.66,10294700.0,907.32
173,2005-12-21,907.05,903.14,910.93,902.11,10274000.0,903.14
174,2005-12-22,902.37,908.75,909.06,900.66,8947029.0,908.75
175,2005-12-23,908.96,915.89,915.89,908.51,11907000.0,915.89
176,2005-12-26,916.67,922.38,925.01,916.41,15342600.0,922.38
177,2005-12-27,922.44,919.36,922.44,916.01,12050400.0,919.36
178,2005-12-28,919.05,920.92,920.98,915.12,12131000.0,920.92
179,2005-12-29,921.14,932.03,932.03,921.14,17255000.0,932.03
180,2005-12-30,933.45,923.45,934.0,921.83,15600300.0,923.45
181,2006-01-04,926.56,941.43,941.43,926.41,21126900.0,941.43
182,2006-01-05,943.85,959.13,959.62,942.31,27311700.0,959.13
183,2006-01-06,961.91,970.03,975.63,956.04,30286400.0,970.03
184,2006-01-09,971.09,975.25,976.27,966.05,24329600.0,975.25
185,2006-01-10,975.28,978.15,978.28,964.43,22735300.0,978.15
186,2006-01-11,977.64,973.48,983.39,963.39,26524100.0,973.48
187,2006-01-12,972.39,983.72,984.08,968.54,21896700.0,983.72
188,2006-01-13,985.04,978.81,988.11,973.68,22281900.0,978.81
189,2006-01-16,977.89,961.44,977.89,960.88,20305200.0,961.44
190,2006-01-17,959.4,964.29,965.98,952.23,16037300.0,964.29
191,2006-01-18,964.22,983.62,984.67,963.08,20823500.0,983.62
192,2006-01-19,985.22,991.22,992.27,978.28,26455600.0,991.22
193,2006-01-20,991.57,993.34,994.5,987.06,26147100.0,993.34
194,2006-01-23,993.74,996.16,997.33,989.34,22546000.0,996.16
195,2006-01-24,997.79,999.09,1006.15,993.39,24198000.0,999.09
196,2006-01-25,998.84,1009.6,1009.65,989.51,21800800.0,1009.6
197,2006-02-06,1013.42,1033.23,1033.35,1012.81,25038800.0,1033.23
198,2006-02-07,1034.68,1029.94,1038.5,1019.94,32954800.0,1029.94
199,2006-02-08,1028.44,1033.07,1033.4,1022.94,26986700.0,1033.07
200,2006-02-09,1033.19,1019.6,1033.19,1017.05,23839600.0,1019.6
201,2006-02-10,1019.42,1032.34,1032.6,1018.48,22024500.0,1032.34
202,2006-02-13,1034.38,1031.61,1034.64,1021.84,22157300.0,1031.61
203,2006-02-14,1032.65,1038.53,1038.81,1030.46,18556200.0,1038.53
204,2006-02-15,1040.33,1041.66,1048.34,1038.74,24784600.0,1041.66
205,2006-02-16,1041.67,1020.12,1041.67,1019.21,26159900.0,1020.12
206,2006-02-17,1020.06,1020.37,1028.57,1015.99,21026900.0,1020.37
207,2006-02-20,1020.74,1021.64,1030.05,1020.02,18818900.0,1021.64
208,2006-02-21,1020.98,1038.82,1038.94,1014.66,23678000.0,1038.82
209,2006-02-22,1039.65,1037.89,1046.45,1036.38,25380700.0,1037.89
210,2006-02-23,1038.25,1041.37,1041.59,1029.25,19785000.0,1041.37
211,2006-02-24,1041.97,1049.44,1049.69,1041.97,19676100.0,1049.44
212,2006-02-27,1055.95,1047.84,1057.22,1045.97,22872100.0,1047.84
213,2006-02-28,1046.71,1053.01,1053.72,1033.66,19353300.0,1053.01
214,2006-03-01,1051.76,1056.62,1057.69,1049.64,19425700.0,1056.62
215,2006-03-02,1055.86,1038.67,1056.05,1034.68,24877900.0,1038.67
216,2006-03-03,1037.99,1041.68,1043.42,1029.56,21200500.0,1041.68
217,2006-03-06,1041.75,1038.87,1044.42,1036.11,17871000.0,1038.87
218,2006-03-07,1037.93,1014.97,1037.98,1013.14,19336500.0,1014.97
219,2006-03-08,1012.58,1009.27,1014.97,999.93,17463100.0,1009.27
220,2006-03-09,1006.97,1004.34,1010.91,1002.2,12735100.0,1004.34
221,2006-03-10,1004.75,1008.9,1011.76,1004.69,11888000.0,1008.9
222,2006-03-13,1008.8,1019.86,1020.88,1008.51,11765900.0,1019.86
223,2006-03-14,1020.47,1018.27,1021.65,1012.11,11348000.0,1018.27
224,2006-03-15,1018.15,1028.96,1028.96,1017.08,14842100.0,1028.96
225,2006-03-16,1028.96,1027.62,1029.81,1025.52,14784300.0,1027.62
226,2006-03-17,1027.64,1024.02,1029.56,1021.08,15001900.0,1024.02
227,2006-03-20,1024.5,1037.66,1037.91,1019.65,15389900.0,1037.66
228,2006-03-21,1037.95,1040.76,1047.05,1036.23,19077700.0,1040.76
229,2006-03-22,1041.14,1047.67,1047.94,1036.71,18640600.0,1047.67
230,2006-03-23,1047.35,1048.54,1049.32,1042.82,20467900.0,1048.54
231,2006-03-24,1049.12,1042.6,1051.76,1041.23,20098200.0,1042.6
232,2006-03-27,1042.63,1050.71,1050.71,1037.08,17134100.0,1050.71
233,2006-03-28,1050.07,1055.98,1056.52,1048.64,22274000.0,1055.98
234,2006-03-29,1058.74,1065.29,1074.04,1057.68,30526300.0,1065.29
235,2006-03-30,1065.84,1055.63,1067.99,1055.14,22012500.0,1055.63
236,2006-03-31,1053.85,1061.09,1061.47,1050.22,22276200.0,1061.09
237,2006-04-03,1061.96,1079.32,1079.37,1061.96,27729800.0,1079.32
238,2006-04-04,1080.86,1089.37,1089.37,1076.2,31148800.0,1089.37
239,2006-04-05,1091.18,1099.97,1100.56,1089.55,32936900.0,1099.97
240,2006-04-06,1102.54,1103.24,1109.68,1097.32,36167000.0,1103.24
241,2006-04-07,1102.94,1103.15,1105.1,1091.89,32570900.0,1103.15
242,2006-04-10,1104.32,1117.91,1118.08,1100.69,32067500.0,1117.91
243,2006-04-11,1120.16,1123.31,1126.09,1112.01,35607500.0,1123.31
244,2006-04-12,1123.78,1117.07,1123.78,1116.15,30333800.0,1117.07
245,2006-04-13,1116.84,1093.93,1122.39,1093.51,33824100.0,1093.93
246,2006-04-14,1091.69,1118.61,1118.67,1091.67,33528000.0,1118.61
247,2006-04-17,1120.19,1124.41,1129.15,1114.53,35704500.0,1124.41
248,2006-04-18,1127.51,1131.28,1135.45,1119.27,32317200.0,1131.28
249,2006-04-19,1135.61,1138.24,1140.41,1125.2,34322900.0,1138.24
250,2006-04-20,1139.64,1134.38,1142.54,1127.09,37885700.0,1134.38
251,2006-04-21,1133.2,1149.16,1152.89,1127.65,40772900.0,1149.16
252,2006-04-24,1156.91,1142.7,1160.58,1135.75,45936200.0,1142.7
253,2006-04-25,1139.49,1141.93,1149.54,1123.1,38611100.0,1141.93
254,2006-04-26,1142.9,1155.73,1162.02,1142.07,41824300.0,1155.73
255,2006-04-27,1157.38,1155.27,1159.9,1145.26,31980500.0,1155.27
256,2006-04-28,1143.59,1172.35,1173.88,1133.19,40801900.0,1172.35
257,2006-05-08,1179.58,1218.44,1218.86,1179.58,44912800.0,1218.44
258,2006-05-09,1226.31,1251.61,1252.76,1222.68,55993900.0,1251.61
259,2006-05-10,1257.98,1265.93,1273.68,1243.47,55667000.0,1265.93
260,2006-05-11,1267.22,1255.04,1294.87,1254.35,61133700.0,1255.04
261,2006-05-12,1255.23,1296.26,1296.38,1252.68,54920300.0,1296.26
262,2006-05-15,1312.14,1352.16,1352.41,1301.8,73534000.0,1352.16
263,2006-05-16,1368.13,1331.13,1387.4,1322.14,79658200.0,1331.13
264,2006-05-17,1331.69,1335.52,1356.13,1306.87,61823300.0,1335.52
265,2006-05-18,1322.65,1331.2,1340.52,1301.11,52056400.0,1331.2
266,2006-05-19,1334.07,1366.1,1371.22,1329.32,67123900.0,1366.1
267,2006-05-22,1366.32,1373.67,1387.57,1360.35,66262200.0,1373.67
268,2006-05-23,1365.1,1317.65,1365.1,1316.55,56872400.0,1317.65
269,2006-05-24,1325.68,1308.24,1351.31,1277.33,51176600.0,1308.24
270,2006-05-25,1304.69,1307.7,1316.47,1285.73,34046400.0,1307.7
271,2006-05-26,1312.24,1331.02,1331.45,1309.46,36385700.0,1331.02
272,2006-05-29,1339.9,1366.29,1366.84,1330.63,44480000.0,1366.29
273,2006-05-30,1375.3,1378.76,1384.68,1360.55,44761000.0,1378.76
274,2006-05-31,1377.45,1365.45,1386.94,1355.01,47335900.0,1365.45
275,2006-06-01,1364.18,1402.88,1403.27,1362.94,53493400.0,1402.88
276,2006-06-02,1406.62,1390.12,1411.78,1382.0,64109200.0,1390.12
277,2006-06-05,1391.46,1403.16,1403.3,1362.72,55101800.0,1403.16
278,2006-06-06,1400.27,1399.14,1413.11,1391.9,46835300.0,1399.14
279,2006-06-07,1398.18,1320.23,1398.18,1319.7,52047600.0,1320.23
280,2006-06-08,1309.07,1325.98,1331.89,1286.9,45677500.0,1325.98
281,2006-06-09,1320.81,1294.19,1329.83,1293.05,37392600.0,1294.19
282,2006-06-12,1283.83,1297.67,1308.12,1275.4,25033300.0,1297.67
283,2006-06-13,1296.41,1298.28,1312.13,1284.62,27823000.0,1298.28
284,2006-06-14,1291.69,1283.88,1291.69,1269.52,28801700.0,1283.88
285,2006-06-15,1283.72,1285.39,1300.11,1280.5,23241300.0,1285.39
286,2006-06-16,1290.0,1318.01,1318.02,1290.0,28408000.0,1318.01
287,2006-06-19,1306.26,1334.89,1341.99,1294.9,30726300.0,1334.89
288,2006-06-20,1333.62,1338.22,1341.24,1323.78,27797100.0,1338.22
289,2006-06-21,1336.84,1333.53,1347.0,1320.41,32445500.0,1333.53
290,2006-06-22,1331.93,1331.55,1341.73,1326.15,25953200.0,1331.55
291,2006-06-23,1329.11,1339.45,1340.27,1319.51,25651600.0,1339.45
292,2006-06-26,1341.61,1363.41,1363.57,1341.61,29595900.0,1363.41
293,2006-06-27,1365.04,1363.9,1368.41,1354.09,26454700.0,1363.9
294,2006-06-28,1361.79,1362.89,1366.34,1353.63,25791700.0,1362.89
295,2006-06-29,1365.25,1395.12,1395.24,1365.25,42439200.0,1395.12
296,2006-06-30,1402.59,1393.96,1408.79,1384.99,38396700.0,1393.96
297,2006-07-03,1398.74,1420.33,1420.33,1393.92,38297400.0,1420.33
298,2006-07-04,1423.08,1411.01,1426.1,1401.15,42749800.0,1411.01
299,2006-07-05,1409.9,1393.01,1409.9,1377.22,33446000.0,1393.01
300,2006-07-06,1391.64,1418.68,1418.76,1390.19,32480700.0,1418.68
301,2006-07-07,1423.72,1410.43,1426.4,1405.99,33556200.0,1410.43
302,2006-07-10,1410.5,1412.12,1413.58,1397.44,27607400.0,1412.12
303,2006-07-11,1414.14,1418.57,1418.82,1406.5,28537400.0,1418.57
304,2006-07-12,1419.07,1419.2,1430.94,1416.74,36293400.0,1419.2
305,2006-07-13,1415.88,1346.09,1418.14,1344.16,48970700.0,1346.09
306,2006-07-14,1333.74,1357.13,1367.74,1327.59,32659100.0,1357.13
307,2006-07-17,1354.14,1372.25,1372.25,1348.43,24205600.0,1372.25
308,2006-07-18,1370.9,1373.42,1373.59,1359.91,22724500.0,1373.42
309,2006-07-19,1370.29,1336.64,1370.29,1330.28,25227600.0,1336.64
310,2006-07-20,1335.41,1345.19,1346.85,1329.18,18450600.0,1345.19
311,2006-07-21,1344.6,1356.03,1357.34,1344.57,20393600.0,1356.03
312,2006-07-24,1340.28,1358.12,1359.56,1327.9,19966200.0,1358.12
313,2006-07-25,1359.32,1374.17,1378.84,1359.32,22023500.0,1374.17
314,2006-07-26,1377.78,1371.3,1380.8,1367.05,19633400.0,1371.3
315,2006-07-27,1370.75,1355.55,1379.25,1347.29,23818800.0,1355.55
316,2006-07-28,1354.92,1341.39,1359.74,1327.66,21557500.0,1341.39
317,2006-07-31,1338.04,1294.33,1338.04,1293.53,22181200.0,1294.33
318,2006-08-01,1292.71,1282.06,1302.89,1278.54,17443900.0,1282.06
319,2006-08-02,1281.89,1275.09,1288.61,1258.01,17813300.0,1275.09
320,2006-08-03,1277.63,1271.74,1281.79,1261.69,12940500.0,1271.74
321,2006-08-04,1272.36,1241.91,1278.25,1239.38,16053600.0,1241.91
322,2006-08-07,1233.49,1224.1,1241.85,1221.99,15116500.0,1224.1
323,2006-08-08,1225.04,1252.39,1252.39,1225.04,14250500.0,1252.39
324,2006-08-09,1254.37,1251.3,1258.21,1245.39,12859500.0,1251.3
325,2006-08-10,1251.16,1271.47,1271.47,1251.08,17699000.0,1271.47
326,2006-08-11,1273.27,1275.65,1277.97,1265.52,15303200.0,1275.65
327,2006-08-14,1275.14,1245.72,1279.31,1241.95,16444500.0,1245.72
328,2006-08-15,1243.16,1265.86,1265.86,1239.91,14319400.0,1265.86
329,2006-08-16,1266.82,1283.57,1283.57,1262.54,20802700.0,1283.57
330,2006-08-17,1280.28,1271.63,1280.28,1263.93,15457900.0,1271.63
331,2006-08-18,1270.22,1267.87,1280.83,1265.82,13964500.0,1267.87
332,2006-08-21,1235.43,1270.56,1270.67,1229.17,15064800.0,1270.56
333,2006-08-22,1270.1,1285.27,1289.02,1269.1,17200900.0,1285.27
334,2006-08-23,1284.82,1285.68,1294.82,1282.84,19092900.0,1285.68
335,2006-08-24,1284.83,1292.4,1292.4,1274.56,15081300.0,1292.4
336,2006-08-25,1293.5,1295.44,1301.75,1292.45,18557900.0,1295.44
337,2006-08-28,1298.46,1325.89,1325.89,1298.36,26183300.0,1325.89
338,2006-08-29,1328.61,1330.16,1349.2,1327.0,31766400.0,1330.16
339,2006-08-30,1328.37,1334.67,1336.39,1319.82,21139900.0,1334.67
340,2006-08-31,1335.59,1338.69,1342.79,1331.29,23188300.0,1338.69
341,2006-09-01,1339.31,1318.1,1340.12,1314.57,25033700.0,1318.1
342,2006-09-04,1315.71,1337.24,1337.24,1315.61,21095300.0,1337.24
343,2006-09-05,1339.59,1340.68,1345.71,1334.72,26868100.0,1340.68
344,2006-09-06,1341.4,1346.37,1346.37,1331.85,23153100.0,1346.37
345,2006-09-07,1348.17,1328.38,1348.28,1323.98,21886400.0,1328.38
346,2006-09-08,1327.56,1332.15,1334.73,1326.25,17230300.0,1332.15
347,2006-09-11,1331.89,1338.76,1338.76,1319.21,20947300.0,1338.76
348,2006-09-12,1338.81,1347.64,1350.53,1337.3,27301900.0,1347.64
349,2006-09-13,1348.85,1338.39,1356.86,1337.46,32821200.0,1338.39
350,2006-09-14,1338.35,1338.28,1345.59,1323.8,22217300.0,1338.28
351,2006-09-15,1338.41,1362.32,1362.4,1338.14,36057100.0,1362.32
352,2006-09-18,1367.65,1375.56,1375.58,1362.14,31454900.0,1375.56
353,2006-09-19,1377.72,1378.31,1385.62,1371.43,26648300.0,1378.31
354,2006-09-20,1376.12,1378.46,1381.81,1365.72,23445900.0,1378.46
355,2006-09-21,1378.46,1387.37,1390.62,1378.46,26094100.0,1387.37
356,2006-09-22,1389.87,1374.85,1393.53,1373.94,28265000.0,1374.85
357,2006-09-25,1372.81,1372.4,1383.77,1361.61,24584800.0,1372.4
358,2006-09-26,1370.86,1357.65,1371.58,1351.18,19703300.0,1357.65
359,2006-09-27,1357.28,1371.12,1371.12,1355.39,17580300.0,1371.12
360,2006-09-28,1372.13,1387.0,1389.56,1369.4,21687800.0,1387.0
361,2006-09-29,1389.07,1403.27,1405.56,1389.04,27166700.0,1403.27
362,2006-10-09,1420.36,1436.07,1436.07,1418.21,39191900.0,1436.07
363,2006-10-10,1437.69,1437.24,1443.5,1426.97,38400500.0,1437.24
364,2006-10-11,1436.68,1435.91,1440.21,1421.81,31618000.0,1435.91
365,2006-10-12,1436.2,1426.5,1438.8,1423.63,37956200.0,1426.5
366,2006-10-13,1424.3,1430.88,1436.1,1420.96,28295200.0,1430.88
367,2006-10-16,1432.31,1418.52,1434.53,1415.49,28492200.0,1418.52
368,2006-10-17,1416.95,1414.45,1426.29,1410.67,24224400.0,1414.45
369,2006-10-18,1413.91,1437.59,1437.59,1413.55,24290300.0,1437.59
370,2006-10-19,1438.84,1439.38,1445.62,1433.94,23820300.0,1439.38
371,2006-10-20,1440.67,1440.18,1447.95,1436.65,26560100.0,1440.18
372,2006-10-23,1439.54,1408.71,1444.92,1403.01,28950400.0,1408.71
